IYEAR,NAME,DATETIME,LATITUDE,LONGITUDE,COMMODITY_SUBTYPE,FATAL,INJURE
2017,EXPLORER PIPELINE CO,42827.05972,41.60766736,-87.43874523,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,SUNOCO PIPELINE L.P.,42826.66458,40.17774,-75.87633,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,ENTERPRISE CRUDE PIPELINE LLC,42823.88056,34.940253,-96.741365,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42823.84514,34.233093,-99.593296,,,
2017,DCP MIDSTREAM,42823.54097,42.88700851,-82.49753545,OTHER HVL,,
2017,SUNOCO PIPELINE L.P.,42821.70278,34.92554,-97.21707,,,
2017,CENEX PIPELINE LLC,42821.45139,46.89783,-96.90347,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2017,COLONIAL PIPELINE CO,42818.68056,30.17,-93.335,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42815.75,29.052181,-95.351156,OTHER HVL,,
2017,EXPLORER PIPELINE CO,42815.35417,33.03568558,-96.20079871,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,"WESTERN REFINING SOUTHWEST, INC",42815.32639,31.806306,-103.814611,,,
2017,"MAGELLAN PIPELINE COMPANY, LP",42815.26042,39.845144,-104.914925,GASOLINE (NON-ETHANOL),,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42812.5,35.269695,-106.3074,GASOLINE (NON-ETHANOL),,
2017,KINDER MORGAN CO2 CO. LP,42811.45972,37.471,-108.79166,,,
2017,"BUCKEYE PARTNERS, LP",42811.41806,27.826982,-97.497757,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42809.15347,28.945513,-95.424374,,,
2017,WEST TEXAS GULF PIPELINE CO,42808.375,31.77745,-96.39645,,,
2017,DCP MIDSTREAM,42808.34028,31.78092,-103.42019,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,ENTERPRISE CRUDE PIPELINE LLC,42807.6875,32.6522,-103.1374,,,
2017,"ONEOK NGL PIPELINE, LLC",42807,41.286014,-94.743773,OTHER,,
2017,MARATHON PIPE LINE LLC,42806.55208,40.697495,-84.126674,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,MARATHON PIPE LINE LLC,42804.32639,30.012634,-90.859772,,,
2017,CITGO PETROLEUM CORPORATION (TERMINALS),42803.38542,41.627944,-87.449256,OTHER,,
2017,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",42803.27639,29.630175,-95.226231,,,
2017,ENERGY TRANSFER COMPANY,42803.09306,32.09156,-101.88329,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,INTERSTATE STORAGE & PIPELINE C0,42802.6875,40.0325,-74.678611,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42802.47708,37.230158,-96.450958,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,"PLAINS PIPELINE, L.P.",42801.625,33.396743,-102.409332,,,
2017,DCP MIDSTREAM,42801.39583,32.42583,-102.8022,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,BUTTE PIPELINE CO,42800.58333,46.39014,-104.450377,,,
2017,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",42799.40347,47.08691,-101.91138,,,
2017,"PLAINS MARKETING, L.P.",42798.84722,29.99577,-90.85423,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42798.59792,34.732633,-96.5056,,,
2017,COLONIAL PIPELINE CO,42796.44792,35.338587,-85.690601,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,INLAND CORPORATION,42795.64028,39.967027,-83.101244,GASOLINE (NON-ETHANOL),,
2017,ENTERPRISE CRUDE PIPELINE LLC,42793.29514,28.922396,-98.145896,,,
2017,MARATHON PIPE LINE LLC,42790.40972,30.014097,-90.855537,,,
2017,BELLE FOURCHE PIPELINE CO,42789.46458,43.952778,-104.393333,,,
2017,"ONEOK NGL PIPELINE, LLC",42787.72569,35.31704,-98.32384,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,PETROLEUM FUEL AND TERMINAL COMPANY,42787.38889,39.273257,-76.570449,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,"ONEOK NGL PIPELINE, LLC",42787.31458,45.881599,-104.274034,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,"ONEOK NGL PIPELINE, LLC",42783.83264,47.67319,-104.17555,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,KINDER MORGAN CRUDE AND CONDENSATE LLC,42783.46042,29.066561,-97.368775,,,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42782.61458,29.27757,-95.74069,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",42779.47917,46.61077,-92.2472,,,
2017,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42778.35486,30.83082,-91.95085,ANHYDROUS AMMONIA,,
2017,CALNEV PIPELINE CO,42778.35069,34.064367,-117.364393,GASOLINE (NON-ETHANOL),,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42778.32917,29.98399,-95.36536,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,PHILLIPS 66 PIPELINE LLC,42777.52083,34.863438,-120.449835,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42777.12083,29.611857,-95.18511,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42776.78264,34.186895,-97.439924,,,
2017,SINCLAIR TRANSPORTATION COMPANY,42776.30556,42.859002,-106.407154,,,
2017,"BUCKEYE PARTNERS, LP",42775.82569,40.69707,-84.126813,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,PHILLIPS 66 PIPELINE LLC,42775.78611,29.859893,-90.449469,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),1,1
2017,WEST SHORE PIPELINE CO,42774.46736,42.909152,-88.058127,GASOLINE (NON-ETHANOL),,
2017,"PLAINS PIPELINE, L.P.",42773.70833,31.140417,-102.18775,,,
2017,DCP MIDSTREAM,42773.58611,32.2355098,-97.04085846,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,"MAGELLAN PIPELINE COMPANY, LP",42773.48958,32.319531,-96.98241,GASOLINE (NON-ETHANOL),,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42772.5625,35.354167,-106.512,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,DOUBLE EAGLE PIPELINE LLC,42772.3125,28.490666,-99.236536,OTHER,,
2017,PHILLIPS 66 PIPELINE LLC,42770.39861,33.655692,-98.624766,,,
2017,DOUBLE H,42770.20833,47.80582,-104.48559,,,
2017,"SHELL PIPELINE CO., L.P.",42768.64861,29.719761,-95.132211,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,SUNOCO PIPELINE L.P.,42767.52083,32.0799,-96.41927,,,
2017,DCP MIDSTREAM,42767.40625,29.337479,-96.678833,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,MID - VALLEY PIPELINE CO,42767.29167,32.875742,-91.053559,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42765.65208,33.381229,-96.406395,,,
2017,PHILLIPS 66 PIPELINE LLC,42765.27361,35.412076,-119.729927,,,
2017,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42761.5625,37.6720962,-96.9947586,GASOLINE (NON-ETHANOL),,
2017,SUNOCO PIPELINE L.P.,42761.47917,30.06998,-94.78534,,,
2017,"BUCKEYE PARTNERS, LP",42760.54167,41.76423,-87.835759,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,"MAGELLAN PIPELINE COMPANY, LP",42760.2125,43.333858,-93.359117,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,ROSE ROCK MIDSTREAM L.P.,42759.53819,38.09387,-98.6686708,,,
2017,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",42758.80417,30.561763,-99.261554,,,
2017,PHILLIPS 66 PIPELINE LLC,42758.68056,30.170449,-93.338372,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2017,"ONEOK NGL PIPELINE, LLC",42756.65069,29.854061,-94.892991,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,"BUCKEYE PARTNERS, LP",42756.30208,42.24179759,-83.31917833,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,"BKEP PIPELINE, LLC",42755.97917,35.1271,-96.6984,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42755.54167,29.758846,-96.148052,,,
2017,KINDER MORGAN WINK PIPELINE LLC ,42755.44028,31.70691305,-105.415972,,,
2017,EXXONMOBIL PIPELINE CO,42754.5,30.357475,-96.059414,GASOLINE (NON-ETHANOL),,
2017,PHILLIPS 66 PIPELINE LLC,42754.41667,36.147123,-97.370952,,,
2017,MARATHON PIPE LINE LLC,42754.40625,35.551944,-89.431808,,,
2017,"TALLGRASS PONY EXPRESS PIPELINE, LLC",42754.30139,40.651683,-103.032446,,,
2017,"SHELL PIPELINE CO., L.P.",42753.52083,29.1111611,-91.16165278,,,
2017,"CHAPARRAL ENERGY, LLC",42752.73819,36.283589,-100.817779,,,
2017,"PLAINS PIPELINE, L.P.",42752.39931,32.52993,-100.835724,,,
2017,PHILLIPS 66 PIPELINE LLC,42751.46736,33.806718,-118.330088,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,ENBRIDGE PIPELINES (OZARK) L.L.C.,42749.42917,37.248615,-93.700262,,,
2017,SUNVIT PIPELINE LLC,42748.64583,31.9461,-101.91646,,,
2017,SUNOCO PIPELINE L.P.,42748.375,39.84723,-75.41746,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,"MAGELLAN PIPELINE COMPANY, LP",42747.6875,39.75829,-104.81468,GASOLINE (NON-ETHANOL),,
2017,"SHELL PIPELINE CO., L.P.",42746.39583,41.6094639,-88.0543333,,,
2017,MID - VALLEY PIPELINE CO,42746.3125,40.70825,-84.12206,,,
2017,"EXPRESS HOLDINGS (USA), LLC",42745.35417,46.816306,-109.763789,,,
2017,SUNOCO PIPELINE L.P.,42745.22917,39.89486,-75.26061,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42744.68333,34.31408,-99.283602,,,
2017,ENTERPRISE CRUDE PIPELINE LLC,42744.31944,29.30541,-97.400301,,,
2017,ENTERPRISE PRODUCTS OPERATING LLC,42742.63194,29.7204,-95.0634,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2017,COLONIAL PIPELINE CO,42742.61458,35.1095834,-85.3618833,GASOLINE (NON-ETHANOL),,
2017,"EXPRESS HOLDINGS (USA), LLC",42741.425,39.643181,-94.618246,,,
2017,"BOARDWALK LOUISIANA MIDSTREAM, LLC",42740.67708,30.165526,-93.359306,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2017,"PLAINS MARKETING, L.P.",42739.41181,30.00413,-90.85477,,,
2017,MARATHON PIPE LINE LLC,42738.41667,40.631074,-80.440463,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2017,PHILLIPS 66 PIPELINE LLC,42738.35069,39.796206,-104.943911,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENBRIDGE STORAGE (CUSHING) L.L.C.,42733.27778,35.948102,-96.763817,,,
2016,EXXONMOBIL PIPELINE CO,42732.68056,30.332597,-91.274491,OTHER HVL,,
2016,TC OIL PIPELINE OPERATIONS INC,42731.36111,39.517036,-93.486055,,,
2016,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",42730.30556,32.8618,-102.91921,,,
2016,PHILLIPS 66 PIPELINE LLC,42728.39931,33.655692,-98.624766,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42727.625,29.614125,-95.184793,,,
2016,"CCPS TRANSPORTATION, LLC",42726.89236,39.414038,-92.840164,,,
2016,MARATHON PIPE LINE LLC,42725.48611,40.291648,-85.862792,,,
2016,SUNOCO PIPELINE L.P.,42724.67708,36.06382,-96.60748,,,
2016,MID - VALLEY PIPELINE CO,42723.61458,32.933,-92.55922,,,
2016,SUNOCO PIPELINE L.P.,42723.59028,36.06382,-96.60748,,,
2016,"MEDALLION OPERATING COMPANY, LLC",42723.57639,31.36115,-101.51412,,,
2016,PHILLIPS 66 PIPELINE LLC,42723.28125,31.95023,-102.604223,,,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42721.25,40.59064,-74.21945,,,
2016,"BUCKEYE PARTNERS, LP",42719.55,40.695592,-84.125869,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE CRUDE PIPELINE LLC,42718.62847,33.155227,-98.103002,,,
2016,CENTURION PIPELINE L.P.,42718.33333,31.91401,-100.86996,,,
2016,PLANTATION PIPE LINE CO,42718.00972,38.274267,-77.458875,GASOLINE (NON-ETHANOL),,
2016,"ONEOK NGL PIPELINE, LLC",42717.40972,29.841234,-94.892437,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"ONEOK NGL PIPELINE, LLC",42716.67361,29.854105,-94.89228,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"MAGELLAN PIPELINE COMPANY, LP",42715.05208,29.79489,-95.28466,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",42714.93542,32.8076,-104.4469,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,PHILLIPS 66 COMPANY - SWEENY REFINERY,42714.8125,29.074975,-95.732612,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42713.80208,29.821878,-94.811713,OTHER,,
2016,DIXIE PIPELINE COMPANY LLC,42711.21319,33.619833,-82.127,OTHER HVL,,
2016,SUNOCO PIPELINE L.P.,42710.73264,29.78732,-94.40156,,,
2016,BELLE FOURCHE PIPELINE CO,42709.42708,47.104525,-103.368344,,,
2016,MARATHON PIPE LINE LLC,42706.6375,38.827249,-90.086211,,,
2016,WYOMING PIPELINE COMPANY,42706.27083,43.78846666,-104.41595,,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42706.24167,33.885958,-92.352025,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,EXXONMOBIL PIPELINE CO,42705.45139,32.473589,-94.718594,,,
2016,HARVEST PIPELINE COMPANY,42705.16458,29.47097,-95.632929,,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42705.14097,29.91122222,-94.00944444,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,COLONIAL PIPELINE CO,42704.22917,30.713929,-91.275048,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42703.76875,39.40797563,-94.69171307,OTHER HVL,,
2016,"PLAINS PIPELINE, L.P.",42703.42014,34.6428,-118.7169,,,
2016,DCP MIDSTREAM,42703.3125,28.558649,-98.163536,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,PHILLIPS 66 PIPELINE LLC,42702.43542,33.007445,-102.975571,,,
2016,"PLAINS PIPELINE, L.P.",42698.21875,32.02031,-102.01803,,,
2016,KINDER MORGAN CO2 CO. LP,42695.8125,32.78448,-102.77773,,,
2016,"BUCKEYE PARTNERS, LP",42695.13889,27.829994,-97.50026,,,
2016,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42694.66736,44.378889,-98.462778,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,IMTT-BAYONNE,42693.34722,40.64995921,-74.11977753,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"ONEOK NGL PIPELINE, LLC",42690.57014,32.665279,-101.057856,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,JAYHAWK PIPELINE LLC,42690.48472,38.340005,-98.311832,,,
2016,"SFPP, LP",42690.46528,34.059928,-117.366844,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42690.4375,29.90132,-94.00458,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42689.69861,37.745816,-88.689864,OTHER HVL,,
2016,MARATHON PIPE LINE LLC,42689.57292,40.689287,-82.717585,,,
2016,EXPLORER PIPELINE CO,42686.43819,38.352573,-91.323912,GASOLINE (NON-ETHANOL),,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42685.79167,29.72536,-95.20334,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42682.65,40.4329,-78.9279,OTHER HVL,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42682.41319,34.091,-98.858,,,
2016,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",42681.28819,29.79545,-95.28304,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42680.78125,29.745503,-95.128159,,,
2016,"PLAINS PIPELINE, L.P.",42680.70833,31.137224,-102.19236,,,
2016,"BUCKEYE PARTNERS, LP",42678.25,40.547339,-74.260283,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,TESORO LOGISTICS NORTHWEST PIPELINE LLC,42677.80625,42.887382,-112.476571,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,OLYMPIC PIPE LINE COMPANY,42676.70139,47.089551,-122.370318,GASOLINE (NON-ETHANOL),,
2016,"MAGELLAN TERMINALS HOLDINGS, LP",42676.65972,29.74462,-95.20147,BIODIESEL,,
2016,EXXONMOBIL PIPELINE CO,42676.20833,30.484345,-91.203808,OTHER HVL,,
2016,KINDER MORGAN WINK PIPELINE LLC ,42675.56597,31.70798,-105.40839,,,
2016,HARVEST PIPELINE COMPANY,42675.42708,29.286841,-89.929906,,,
2016,COLONIAL PIPELINE CO,42674.61875,33.204379,-87.006137,GASOLINE (NON-ETHANOL),2,4
2016,PHILLIPS 66 PIPELINE LLC,42674.47917,29.994064,-93.986846,OTHER,,
2016,"WHITE CLIFFS PIPELINE, LLC",42672.88958,39.04705,-101.73841,,,
2016,SUNOCO PIPELINE L.P.,42672.22917,32.06784,-96.47049,,,
2016,MARATHON PIPE LINE LLC,42671.74306,40.630937,-80.440553,GASOLINE (NON-ETHANOL),,
2016,"MAGELLAN PIPELINE COMPANY, LP",42670.59028,38.36818,-98.69124,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,JAYHAWK PIPELINE LLC,42669.41736,38.62313,-98.533921,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42666.91042,35.940287,-96.749203,,,
2016,SUNOCO PIPELINE L.P.,42664.12639,41.35429,-76.912268,GASOLINE (NON-ETHANOL),,
2016,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",42663.40833,47.324386,-93.762975,,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42663.25417,31.9810444,-97.2807222,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"NUSTAR LOGISTICS, L.P.",42661.29514,27.815402,-97.403012,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,INLAND CORPORATION,42660.90972,40.69436,-84.10883,GASOLINE (NON-ETHANOL),,
2016,"MAGELLAN AMMONIA PIPELINE, L.P.",42660.87778,41.90199,-96.24944,ANHYDROUS AMMONIA,1,1
2016,PLANTATION PIPE LINE CO,42660.73333,38.090565,-77.446096,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42660.62153,33.805501,-98.571215,,,
2016,DCP MIDSTREAM,42660.52083,30.50214,-100.58349,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,WYOMING PIPELINE COMPANY,42659.63194,43.78813056,-104.414856,,,
2016,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",42658.45833,37.817162,-97.367437,,,
2016,WILLIAMS FIELD SERVICES,42656.4375,40.858546,-104.428739,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"PLAINS PIPELINE, L.P.",42655.64583,42.308506,-107.872722,,,
2016,"BUCKEYE PARTNERS, LP",42655.33333,39.846972,-75.495014,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42654.5625,29.8261,-94.86,,,
2016,COLONIAL PIPELINE CO,42654.03681,30.713929,-91.275048,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,CITGO PRODUCTS PIPELINE CO,42650.73264,29.84893,-94.895224,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,DCP MIDSTREAM,42649.82292,31.80071,-103.79157,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,COLONIAL PIPELINE CO,42648.39583,30.713929,-91.275048,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE CRUDE PIPELINE LLC,42646.75,29.74804,-95.127568,,,
2016,ENERGY TRANSFER COMPANY,42646.33333,31.219899,-103.333574,,,
2016,"BUCKEYE PARTNERS, LP",42645.79375,27.832444,-97.501889,,,
2016,EXPLORER PIPELINE CO,42645.5,37.21353203,-93.94540266,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,PLANTATION PIPE LINE CO,42645.33333,31.63511,-89.519143,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"BUCKEYE PARTNERS, LP",42644.21181,40.608154,-74.240296,GASOLINE (NON-ETHANOL),,
2016,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",42643.70833,29.79556,-95.27892,,,
2016,"VITOL MIDSTREAM, LLC",42642.54931,31.651389,-101.757222,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42642.33333,41.108002,-104.83329,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,"MAGELLAN PIPELINE COMPANY, LP",42642.28125,35.96953,-96.01372,GASOLINE (NON-ETHANOL),,
2016,"MAGELLAN PIPELINE COMPANY, LP",42641.60417,41.10621,-104.83589,GASOLINE (NON-ETHANOL),,
2016,EXPLORER PIPELINE CO,42640.39375,30.84377614,-95.49514204,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42639.41667,33.806372,-98.562914,,,
